ano_cal;fonte;base_legal;uf_beneficiario;munic_beneficiario;qtde_beneficiarios;vl_total_doacao;vl_total_dedutivel
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RJ;SILVA JARDIM - RJ;1;11000;11000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RJ;SAO GONCALO - RJ;1;13080;13080
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RJ;SAO JOAO DE MERITI - RJ;1;14500;14500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RJ;TERESOPOLIS - RJ;1;8000;8000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;AREIA BRANCA - RN;1;142281,15;142281,15
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;BARAUNA - RN;1;73150;73150
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;CARNAUBAIS - RN;1;229421,62;229421,62
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;MACAIBA - RN;1;12000;12000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;NATAL - RN;2;122595;122595
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RN;PORTO DO MANGUE - RN;1;177642,73;177642,73
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RO;ARIQUEMES - RO;1;70654,78;70654,78
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;AGUDO - RS;1;4350;4350
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ALEGRETE - RS;1;25425;25425
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ALVORADA - RS;1;5640;5640
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ARROIO DO MEIO - RS;1;10250;10250
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ARROIO GRANDE - RS;1;65899,6;65899,6
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;BAGE - RS;1;500;500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;BARAO DE COTEGIPE - RS;1;3800;3800
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;BENTO GONCALVES - RS;1;559935;559935
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;BOA VISTA DO BURICA - RS;1;19356;19356
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CACHOEIRA DO SUL - RS;1;45126,75;45126,75
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CACHOEIRINHA - RS;1;62931;62931
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CAMAQUA - RS;1;63940;63940
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CAMPO BOM - RS;1;67920;67920
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CAMPO NOVO - RS;1;323761,99;323761,99
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CANELA - RS;1;5100;5100
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CANOAS - RS;1;439945;439945
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CARAZINHO - RS;1;74447,82;74447,82
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CARLOS BARBOSA - RS;1;92745,25;92745,25
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CAXIAS DO SUL - RS;1;908679,57;908679,57
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CERRO LARGO - RS;1;21325;21325
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CHARQUEADAS - RS;1;37000,98;37000,98
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CONDOR - RS;1;1300;1300
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CONSTANTINA - RS;1;10650;10650
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;COXILHA - RS;1;6300;6300
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;CRUZ ALTA - RS;1;13375;13375
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;DILERMANDO DE AGUIAR - RS;1;200526,7;200526,7
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;DOIS IRMAOS - RS;1;62450;62450
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;DOM PEDRITO - RS;1;57600;57600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ENCANTADO - RS;1;8050;8050
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ENCRUZILHADA DO SUL - RS;1;7680,63;7680,63
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;EREBANGO - RS;1;2000;2000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ERECHIM - RS;1;97289;97289
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ESPUMOSO - RS;1;4652;4652
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ESTEIO - RS;1;675896,65;675896,65
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ESTRELA - RS;1;34625,44;34625,44
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ESTANCIA VELHA - RS;1;4500;4500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;FARROUPILHA - RS;1;388749,36;388749,36
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;FAXINAL DO SOTURNO - RS;1;11600;11600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;FLORES DA CUNHA - RS;1;51000;51000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;FREDERICO WESTPHALEN - RS;1;2915;2915
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GARIBALDI - RS;1;86450,85;86450,85
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GETULIO VARGAS - RS;1;25334,41;25334,41
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GIRUA - RS;1;1210;1210
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GRAMADO - RS;1;204107,41;204107,41
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GUAPORE - RS;1;28429,06;28429,06
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;GUAIBA - RS;1;14130,54;14130,54
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;HARMONIA - RS;1;1835;1835
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;HORIZONTINA - RS;1;17850;17850
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;IBIRUBA - RS;1;12390;12390
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;IGREJINHA - RS;1;19818,5;19818,5
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;IJUI - RS;1;176742;176742
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;INDEPENDENCIA - RS;1;12000;12000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ITAARA - RS;1;1600;1600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;JAGUARI - RS;1;19304,56;19304,56
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;JARI - RS;1;1800;1800
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;LAGOA VERMELHA - RS;1;110754,18;110754,18
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;LAJEADO - RS;1;140502,7;140502,7
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;MONTENEGRO - RS;1;31996;31996
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NONOAI - RS;1;12000;12000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NOVA BOA VISTA - RS;1;150;150
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NOVA PALMA - RS;1;3570;3570
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NOVA PETROPOLIS - RS;1;15000;15000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NOVA PRATA - RS;1;7821,38;7821,38
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NOVO HAMBURGO - RS;1;257524,15;257524,15
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;NAO-ME-TOQUE - RS;1;101489,31;101489,31
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PALMEIRA DAS MISSOES - RS;1;50710;50710
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PANAMBI - RS;1;57560;57560
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PANTANO GRANDE - RS;1;13921,5;13921,5
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PAROBE - RS;1;44750;44750
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PASSO FUNDO - RS;1;282456,45;282456,45
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PELOTAS - RS;1;84197;84197
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PORTO ALEGRE - RS;2;10315934,71;10315934,71
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;PORTO XAVIER - RS;1;8611;8611
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;RESTINGA SECA - RS;1;7200;7200
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;RIO GRANDE - RS;1;544367,34;544367,34
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;RIO PARDO - RS;1;36711;36711
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ROCA SALES - RS;1;4340;4340
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;ROLANTE - RS;1;100;100
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SALDANHA MARINHO - RS;1;900;900
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTA CRUZ DO SUL - RS;1;312295,3;312295,3
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTA MARIA - RS;1;288542,57;288542,57
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTA ROSA - RS;1;28933,2;28933,2
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTANA DO LIVRAMENTO - RS;1;20950;20950
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTO ANTONIO DA PATRULHA - RS;1;31620;31620
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTO CRISTO - RS;1;12300;12300
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SANTO ANGELO - RS;1;262644,74;262644,74
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAPIRANGA - RS;1;129710;129710
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAPUCAIA DO SUL - RS;1;287630,52;287630,52
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SARANDI - RS;1;14500;14500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SERAFINA CORREA - RS;1;8600;8600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO BORJA - RS;1;6425;6425
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO JOSE DO NORTE - RS;1;8700;8700
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO LEOPOLDO - RS;1;253405,16;253405,16
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO LUIZ GONZAGA - RS;1;20098,4;20098,4
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO NICOLAU - RS;1;3000;3000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;SAO SEBASTIAO DO CAI - RS;1;39830;39830
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TAPEJARA - RS;1;18220;18220
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TAPERA - RS;1;11400;11400
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TAQUARA - RS;1;49816;49816
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TAQUARI - RS;1;54082,4;54082,4
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TIO HUGO - RS;1;1600;1600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TRES COROAS - RS;1;15222;15222
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TRES DE MAIO - RS;1;32540,62;32540,62
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;TUPANCIRETA - RS;1;20000;20000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;URUGUAIANA - RS;1;50708;50708
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;VACARIA - RS;1;190092;190092
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;VENANCIO AIRES - RS;1;10100;10100
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;VERANOPOLIS - RS;1;12120;12120
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;VIAMAO - RS;1;119637,33;119637,33
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;RS;VICTOR GRAEFF - RS;1;3625;3625
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;BLUMENAU - SC;1;357825,21;357825,21
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;BOCAINA DO SUL - SC;1;155547,73;155547,73
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;BRACO DO NORTE - SC;1;24778;24778
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;CAMPO ALEGRE - SC;1;13000;13000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;CANOINHAS - SC;1;17479,3;17479,3
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;CACADOR - SC;1;47496,37;47496,37
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;CONCORDIA - SC;1;600;600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;CURITIBANOS - SC;1;5000;5000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;FLORIANOPOLIS - SC;2;895395,72;895395,72
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;FORQUILHINHA - SC;1;6924;6924
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;FRAIBURGO - SC;1;2329,38;2329,38
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;GAROPABA - SC;1;66338;66338
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;GARUVA - SC;1;55750;55750
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;GASPAR - SC;1;24000;24000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;ITAJAI - SC;1;148469,94;148469,94
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;ITA - SC;1;8500;8500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;JOACABA - SC;1;44630;44630
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;JOINVILLE - SC;1;81100,1;81100,1
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;LAGES - SC;1;218406,36;218406,36
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;MAFRA - SC;1;10600;10600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;MONDAI - SC;1;2500;2500
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;NOVA VENEZA - SC;1;9000;9000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;OURO - SC;1;5000;5000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;RIO DAS ANTAS - SC;1;1000;1000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;SAO BENTO DO SUL - SC;1;39537,03;39537,03
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;SAO JOSE - SC;1;427186,8;427186,8
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;SAO LOURENCO DO OESTE - SC;1;1000;1000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;TIMBO - SC;1;67079,2;67079,2
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SC;VIDEIRA - SC;1;13259,78;13259,78
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SE;ARACAJU - SE;1;154559,31;154559,31
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;ADAMANTINA - SP;1;5600;5600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;AGUDOS - SP;1;116022;116022
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;ALTINOPOLIS - SP;1;4600;4600
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;AMERICANA - SP;1;132816,92;132816,92
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;AMPARO - SP;1;370720,12;370720,12
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;AMERICO BRASILIENSE - SP;1;4210;4210
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;ANGATUBA - SP;1;4954,76;4954,76
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;APIAI - SP;1;202000;202000
2009;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;SP;ARAMINA - SP;1;3000;3000
